strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
246	24	168	256	75	142	9	170	228	161	208	44	94	129	93	141	56	162	212	141	274	10	108	143	197	191	139	100	89	62	62	240	15
233	51	54	78	184	42	122	125	157	120	661	27	456	124	563	180	237	673	96	476	90	59	552	68	152	63	108	202	169	27	150	21	15
75	145	61	2	12	120	1	138	137	249	2	122	39	25	0	0	88	122	33	180	367	34	3	1	316	127	1	83	2	32	16	160	9
160	66	60	230	69	67	200	350	153	21	276	144	227	186	71	231	49	204	40	357	234	312	402	12	259	12	66	129	47	136	106	282	15
234	116	28	1	37	54	0	37	72	76	4	17	229	21	2	0	65	221	199	217	364	41	261	2	29	83	4	35	3	193	57	157	9
314	16	18	461	253	87	473	0	194	106	75	78	23	59	222	241	66	0	37	1	205	23	30	81	286	149	3	164	354	89	57	0	14
2	93	86	2	204	141	1	1	77	88	0	86	29	156	1	0	199	0	150	0	0	246	0	7	0	126	0	76	0	213	130	2	0
704	41	62	1070	104	1	104	246	28	51	266	9	312	142	105	589	86	118	15	99	116	190	249	36	402	35	171	193	239	152	86	60	15
150	15	242	0	187	100	1	186	64	8	2	136	162	80	47	308	0	281	164	90	66	85	31	131	267	87	60	59	2	135	223	183	11
545	126	24	2	145	64	1	1	8	34	2	57	61	86	0	1	53	0	293	0	183	20	96	0	201	60	2	180	4	79	48	0	8
0	15	34	1	73	44	0	1	149	74	1	180	295	155	276	173	135	0	111	1	3	278	3	646	2	83	297	24	0	46	161	2	2
188	35	44	1	138	27	0	0	30	129	1	31	39	47	160	182	47	3	128	0	275	138	53	151	199	45	96	80	0	136	69	0	10
1	47	115	121	31	53	115	1	69	18	269	41	185	2	1	1	131	0	62	0	1	5	2	0	1	64	1	83	202	94	39	0	4
0	101	55	164	20	58	200	70	14	47	269	187	63	51	2	0	27	295	212	120	0	98	1	1	0	159	2	91	96	58	141	59	5
304	129	74	583	30	156	155	0	161	49	668	218	79	60	484	84	63	0	27	2	158	119	476	21	3	25	90	78	38	230	85	1	14
0	279	91	0	71	151	0	529	181	196	0	176	165	211	0	0	372	211	33	56	1	137	0	1	3	124	0	109	0	132	77	8	1
117	28	128	1	97	4	0	92	87	4	0	159	243	144	632	294	12	78	41	512	66	88	216	740	185	196	125	36	1	46	92	245	11
67	130	12	2	96	18	1	3	34	39	1	441	70	182	386	454	100	4	12	0	130	67	160	145	98	51	41	230	0	45	229	0	10
2	169	18	0	81	130	0	120	43	57	0	63	16	146	82	117	51	211	61	104	3	119	0	28	1	82	181	123	0	209	162	615	3
219	74	94	223	24	328	127	0	81	189	42	75	166	159	0	2	150	1	71	1	158	96	284	2	763	226	1	68	241	47	197	3	12
2	8	51	4	93	205	0	3	120	58	2	179	45	58	143	116	107	0	161	0	3	37	0	242	1	85	92	18	2	27	25	0	2
1	35	79	1	73	3	0	2	72	217	0	246	26	58	0	1	141	0	85	1	0	117	9	1	0	142	0	124	0	6	137	0	0
0	56	212	199	221	74	241	69	57	72	223	90	63	116	213	56	453	196	89	216	4	57	1	188	0	187	231	40	81	174	222	175	7
0	10	107	0	88	116	0	187	182	21	0	60	35	55	105	439	46	390	41	138	0	75	2	125	1	52	351	71	1	97	225	246	3
335	38	162	340	274	172	215	1	395	35	209	44	85	4	186	9	121	0	87	0	105	39	177	119	115	141	33	102	260	212	12	1	14
300	250	239	1	178	144	3	0	84	79	0	108	75	126	1	0	25	0	134	2	65	127	233	2	70	16	3	128	1	22	76	2	8
2	290	30	82	17	128	280	744	17	243	270	39	44	44	1	6	71	58	135	112	1	18	2	0	1	57	3	36	147	217	68	319	5
233	8	239	185	87	91	34	189	69	177	207	31	36	32	3	1	117	450	85	347	35	79	20	0	82	171	1	18	8	15	78	128	13
172	72	77	0	118	157	5	355	72	11	2	120	17	31	0	0	23	706	82	89	224	164	113	0	166	52	0	76	0	24	45	159	9
347	250	36	8	81	13	40	122	195	40	232	31	17	4	182	114	22	381	59	71	101	117	143	430	48	90	91	141	141	39	24	121	15
2	139	91	2	137	108	0	480	42	6	0	89	67	87	89	49	157	50	94	267	1	58	0	255	1	94	205	38	1	207	75	33	3
0	53	36	2	88	85	0	0	48	88	0	16	131	23	0	0	301	0	267	0	0	61	1	1	1	135	0	91	0	170	114	1	0
96	85	221	3	187	27	2	2	49	8	1	139	41	24	1	7	265	1	169	0	48	353	40	1	331	94	0	55	3	100	236	0	8
33	145	25	63	31	181	72	0	30	75	317	28	407	122	1	0	62	1	112	1	736	70	322	1	213	91	0	95	159	45	54	3	12
680	109	45	565	51	47	80	2	87	66	216	113	133	168	234	242	37	1	102	1	133	107	422	222	143	129	74	90	217	81	67	0	14
0	169	46	436	31	422	279	186	49	37	87	64	19	94	110	650	29	145	440	392	2	75	3	156	2	77	44	62	71	32	282	290	7
162	23	173	0	68	81	0	61	61	63	0	66	30	74	3	0	85	167	75	341	293	45	185	0	74	118	1	38	1	41	100	354	9
131	100	28	0	172	103	1	1	40	180	0	208	96	8	1	3	150	4	95	2	426	42	153	2	290	127	0	96	0	215	80	1	8
47	89	33	1	26	67	0	3	258	35	1	109	63	118	234	184	75	1	258	3	41	88	8	108	98	223	129	82	2	24	95	0	10
193	160	65	0	56	337	1	41	197	31	1	30	121	49	2	0	103	64	81	162	159	216	387	0	473	292	1	46	0	91	276	17	9
0	79	80	0	248	11	0	0	183	70	0	219	176	85	89	296	115	0	102	2	0	38	1	203	0	15	92	38	3	91	43	1	2
0	81	133	0	40	32	1	1	84	27	2	190	241	147	215	90	81	0	20	1	1	2	1	171	0	34	211	144	1	90	161	0	2
1	36	87	3	88	252	0	1	38	4	0	8	27	43	145	166	71	0	13	0	0	107	2	73	1	3	199	76	0	74	80	0	2
161	111	107	0	149	91	0	104	320	7	7	11	63	56	2	0	57	179	104	429	277	75	254	2	365	193	0	68	0	195	9	93	9
33	189	36	68	46	178	6	3	153	33	284	69	206	73	4	0	80	0	52	0	217	1	193	0	91	65	0	21	49	15	122	0	12
11	217	107	157	35	246	101	260	90	16	90	189	43	169	0	4	178	20	27	112	136	106	270	0	275	28	0	70	126	223	81	342	13
1	108	26	2	75	177	1	1	72	54	4	67	139	34	181	139	27	2	114	0	0	40	2	183	1	92	63	66	1	56	38	0	2
272	239	23	260	91	62	35	15	61	182	56	53	244	161	2	0	199	210	161	95	594	104	81	1	388	70	2	140	362	113	58	222	13
0	46	164	1	146	96	0	119	93	165	0	70	34	110	81	106	48	25	93	15	1	45	0	67	0	193	98	41	2	42	185	357	3
380	18	39	104	36	18	88	0	82	250	439	37	13	14	0	3	38	0	341	0	222	32	43	0	125	178	0	102	87	72	183	2	12
298	61	163	194	166	128	150	0	219	100	437	209	55	44	147	161	25	0	38	2	305	18	109	319	218	80	223	54	48	95	21	0	14
3	103	26	2	56	19	0	111	107	215	2	86	101	105	25	166	189	350	72	77	0	108	1	424	0	86	143	80	0	128	85	94	3
96	25	19	78	19	37	94	396	47	84	100	203	139	34	1	2	27	352	228	156	27	9	459	0	137	39	2	67	49	190	106	550	13
247	50	161	75	162	42	328	0	90	154	278	154	39	68	162	151	158	0	158	0	24	56	29	214	213	33	75	24	51	38	191	0	14
0	55	121	0	138	100	3	267	30	310	1	154	96	66	187	179	47	61	125	159	0	301	0	129	1	119	425	132	0	71	150	411	3
132	101	289	84	63	119	230	4	196	43	55	139	132	310	105	232	137	301	132	87	585	23	136	42	195	14	479	59	273	43	92	315	15
2	41	393	39	67	119	336	0	33	90	168	123	93	17	80	104	110	4	50	3	0	78	2	348	1	19	119	329	535	32	49	2	6
163	236	11	0	105	4	0	1	164	69	0	114	20	186	2	2	196	1	257	1	121	135	5	1	310	65	0	14	0	136	53	0	8
0	97	54	0	66	32	1	467	90	34	0	66	59	41	0	0	138	669	33	30	0	58	0	0	0	11	0	55	0	150	184	371	1
168	145	41	1	41	92	0	2	124	71	0	11	61	141	1	0	169	0	82	1	549	7	295	3	369	69	0	13	1	82	79	0	8
123	56	103	4	205	111	2	47	86	132	1	85	105	135	1	2	101	293	40	259	340	28	345	0	73	107	0	51	3	9	42	58	9
3	21	29	135	54	122	106	576	177	153	180	106	33	25	3	0	10	198	103	172	0	30	2	3	5	128	1	80	6	41	129	57	5
86	35	81	1	160	55	1	1	163	73	0	76	57	112	224	99	57	1	142	1	320	83	620	118	135	161	72	67	1	95	62	0	10
393	68	113	1	87	42	0	57	48	14	1	196	13	11	1	0	119	130	7	366	219	104	16	0	1232	52	0	39	1	12	96	286	9
173	21	127	3	15	120	0	1	75	95	2	16	280	130	2	49	36	0	82	0	123	161	112	246	112	92	46	69	0	83	173	5	10
1	67	83	2	73	8	0	32	50	30	0	43	37	158	1	2	88	82	85	43	0	142	0	3	3	111	3	61	0	73	38	319	1
185	146	176	661	89	19	47	211	25	98	230	12	98	154	314	500	180	109	224	340	225	135	109	216	108	87	163	68	79	77	126	44	15
0	71	73	0	5	59	1	1	6	92	2	135	24	101	0	4	76	0	227	0	1	150	1	1	0	6	0	70	2	75	245	0	0
293	56	48	88	133	231	89	292	428	58	296	149	162	77	3	0	605	51	82	195	62	109	848	0	151	78	0	139	14	20	66	100	13
0	25	90	0	68	103	0	1	477	24	2	28	75	84	0	0	23	0	241	1	0	212	0	5	1	15	1	30	2	118	70	1	0
196	164	41	3	2	31	1	2	167	57	0	90	72	50	0	1	118	0	89	0	440	72	169	1	235	31	0	23	2	11	100	0	8
0	31	53	0	65	136	3	49	37	112	0	205	73	78	266	205	47	485	46	166	0	95	9	204	0	73	242	79	0	111	24	128	3
1	65	80	1	44	114	0	0	237	100	0	110	146	46	0	3	12	2	74	0	0	53	0	0	0	75	0	64	0	295	52	1	0
7	164	14	1	54	119	0	286	133	147	0	133	69	453	236	61	153	94	53	105	188	42	392	200	361	151	452	12	0	68	81	98	11
191	58	177	0	52	204	0	36	58	284	0	0	25	17	1	1	164	294	373	48	44	102	208	0	197	129	0	82	1	111	96	137	9
0	59	105	2	133	32	1	0	25	38	1	89	120	96	252	32	12	1	33	2	2	78	0	336	1	209	63	57	1	136	49	1	2
271	169	108	2	31	118	0	0	8	55	2	15	55	62	96	123	12	2	19	3	30	69	600	382	75	111	137	55	0	235	183	1	10
418	126	40	323	48	69	164	51	12	9	264	44	118	93	0	4	63	443	35	494	271	273	397	0	58	74	1	118	127	69	163	562	13
5	44	48	252	33	40	28	191	183	69	60	169	56	101	1	1	38	202	143	43	1	14	1	0	0	122	0	47	98	8	110	107	5
1	240	128	2	89	120	2	4	14	52	0	68	175	24	139	136	33	0	35	1	0	29	2	381	4	281	142	186	0	20	353	0	2
135	59	67	0	5	67	3	44	262	60	1	138	210	15	2	6	259	22	43	596	498	110	76	0	119	139	1	69	1	131	130	383	9
78	67	285	312	16	334	379	3	110	82	42	148	62	11	13	619	99	1	172	2	606	33	272	16	48	78	257	41	44	98	21	1	14
4	83	130	62	32	123	239	128	76	197	338	31	6	19	294	331	491	165	139	23	2	193	0	236	0	222	94	81	116	188	103	234	7
1	120	44	41	108	30	405	2	84	168	115	27	199	110	336	183	189	4	52	1	4	71	1	294	1	73	86	54	52	66	71	3	6
297	58	117	0	102	50	1	111	139	8	2	95	272	24	0	0	144	314	175	80	117	109	306	3	132	334	0	170	1	168	169	252	9
0	55	181	149	195	106	46	477	102	76	77	125	174	37	184	82	309	324	132	25	0	117	3	445	1	111	218	36	192	50	113	168	7
0	335	84	18	98	86	116	246	166	65	510	18	92	208	486	77	27	53	91	16	0	57	0	156	0	6	85	2	86	142	43	103	7
160	25	145	3	167	62	0	0	205	149	0	96	34	102	10	106	61	3	14	1	72	66	222	296	18	80	83	30	1	45	270	0	10
117	44	82	74	182	83	240	6	15	14	462	170	215	58	337	96	40	1	133	2	88	29	105	69	117	68	249	192	399	100	7	1	14
129	346	97	187	142	17	135	85	67	24	371	101	52	110	0	2	115	11	427	37	233	309	185	0	58	22	1	52	95	45	124	259	13
1	43	97	85	209	226	155	82	99	132	153	6	70	94	4	0	13	103	235	267	3	373	6	0	2	73	0	134	496	208	21	35	5
0	131	85	386	105	47	87	2	63	93	47	35	99	77	0	2	124	2	66	3	1	111	0	0	2	178	0	37	176	33	423	3	4
241	58	5	83	37	71	262	211	173	49	232	139	149	42	0	0	18	193	237	70	144	236	339	2	171	163	1	24	701	160	37	205	13
481	246	121	0	153	97	0	404	88	192	0	194	38	92	134	33	131	146	29	258	184	8	122	141	169	180	266	94	0	185	116	245	11
0	79	73	144	65	114	181	114	89	63	7	87	81	63	0	1	68	95	142	336	0	32	3	0	0	14	1	133	324	253	31	162	5
0	127	47	1	28	92	0	1	45	65	4	94	29	101	31	203	76	1	100	3	1	12	3	139	2	99	309	263	1	255	64	1	2
239	151	68	74	18	127	233	847	62	184	601	18	444	18	1	0	28	451	37	199	310	81	345	1	66	162	0	96	174	15	87	218	13
1	25	73	0	37	133	3	0	70	80	0	225	56	147	100	190	64	1	29	0	0	145	1	97	1	207	73	164	0	15	42	0	2
0	111	118	0	71	80	0	113	26	151	1	102	107	143	131	124	141	701	66	595	3	81	0	838	2	101	87	24	0	15	101	125	3
123	26	93	180	19	70	34	163	5	92	229	63	30	113	107	122	41	24	47	49	164	36	241	156	544	14	259	5	8	98	152	131	15
0	234	259	0	97	58	0	1	76	111	3	61	234	282	15	299	77	1	44	1	0	127	2	57	0	128	371	128	0	109	551	4	2
0	24	19	422	44	81	40	88	23	85	193	5	220	225	1	0	101	95	114	276	1	102	0	2	2	233	2	63	340	35	190	59	5
1	54	240	194	117	154	268	0	66	13	216	6	95	147	357	71	15	0	83	1	2	49	1	217	3	17	231	17	303	120	173	0	6
174	56	19	0	15	57	1	0	76	120	0	163	62	107	161	31	33	0	24	0	652	87	422	71	204	99	103	216	0	56	125	0	10
171	65	70	0	239	97	0	5	2	42	1	7	103	33	1	4	8	2	333	1	65	119	135	1	127	55	0	151	2	17	8	1	8
116	55	67	48	62	162	108	347	86	685	2	117	42	22	144	97	63	310	6	205	168	89	123	20	94	141	106	152	30	331	108	102	15
0	252	127	90	124	323	39	303	93	32	229	116	124	161	2	2	56	150	114	133	0	340	1	2	0	99	2	35	173	38	166	176	5
2	105	16	407	224	11	136	0	145	107	55	124	75	39	1	1	135	0	138	0	0	119	0	0	1	157	2	64	29	42	27	2	4
1	41	258	116	79	71	77	171	27	83	160	39	11	74	41	178	39	253	130	233	0	118	0	268	1	155	82	9	103	21	265	207	7
106	92	54	0	40	38	3	1	97	27	0	49	140	188	258	118	44	2	151	3	99	42	11	291	383	17	72	61	0	46	92	0	10
57	125	58	0	152	153	0	0	68	73	2	29	237	53	1	0	28	0	142	3	195	113	257	0	150	211	0	266	0	160	78	4	8
1	60	62	3	36	25	0	200	147	99	0	111	106	63	1	1	116	147	143	319	0	35	0	1	1	58	1	29	4	61	322	80	1
315	106	216	375	66	12	17	0	103	88	97	84	116	70	71	102	123	0	93	0	75	380	135	87	206	24	98	89	430	17	82	2	14
2	75	30	55	139	86	130	46	394	135	56	131	114	50	0	1	151	76	40	264	2	12	3	0	0	47	1	121	68	114	26	276	5
253	56	52	0	51	396	0	169	62	20	0	24	42	217	2	1	38	331	20	331	48	128	275	0	119	3	0	86	1	31	22	114	9
463	118	20	236	12	101	135	71	472	90	160	104	61	100	15	654	97	103	34	109	124	210	200	188	170	24	144	108	193	29	24	56	15
49	18	113	3	8	25	1	0	18	114	2	45	66	317	0	1	92	0	74	3	574	255	293	0	158	146	0	62	1	18	69	1	8
2	105	103	86	39	69	105	53	17	103	4	97	101	156	0	0	128	308	113	171	3	155	3	3	2	38	0	9	472	56	51	922	5
128	84	213	279	309	53	116	1	74	72	98	46	95	10	1	2	215	0	414	1	45	56	61	1	81	126	3	64	432	319	80	1	12
0	33	65	1	115	57	0	118	30	63	1	13	116	54	0	1	90	374	15	76	0	77	2	1	0	206	0	182	1	148	118	309	1
195	17	78	1	258	96	3	0	260	34	1	14	109	71	126	140	107	0	189	0	86	278	271	29	107	181	391	58	0	102	20	0	10
0	56	84	340	40	32	71	0	80	66	228	266	163	123	2	1	181	0	84	1	2	88	0	0	2	37	2	41	202	84	223	0	4
0	24	56	0	171	68	0	3	50	181	1	403	105	177	191	34	35	1	200	2	3	88	1	63	0	147	190	18	0	11	183	4	2
1	101	68	2	42	120	0	0	179	66	1	77	155	82	2	1	78	2	178	1	0	71	1	3	0	76	1	123	4	369	21	2	0
1	33	333	3	205	82	0	0	117	107	0	146	96	41	275	382	133	0	53	1	1	61	1	247	0	22	58	59	0	131	87	0	2
0	77	93	0	141	29	0	5	151	39	0	30	68	74	54	379	100	4	178	0	0	255	0	242	1	3	21	94	1	251	120	3	2
0	82	503	151	167	62	120	0	11	23	244	14	3	144	1	1	108	0	185	0	1	138	0	6	0	16	1	17	120	41	26	0	4
89	87	77	1	199	11	0	452	125	15	1	172	64	110	79	118	120	334	60	84	307	83	8	189	67	112	102	14	0	135	34	167	11
0	81	60	253	86	60	287	72	87	25	53	113	163	48	1	1	34	172	100	184	2	10	0	0	0	28	3	43	123	133	17	181	5
328	13	30	201	224	162	239	258	64	305	280	62	83	55	274	19	130	169	14	205	95	100	106	102	60	38	341	3	113	126	122	218	15
0	23	58	0	98	22	1	57	22	168	1	136	67	46	0	2	167	245	106	57	0	58	0	1	1	42	1	57	0	39	303	329	1
1	16	23	383	359	9	239	582	46	211	363	259	39	34	171	102	306	147	94	140	1	65	0	171	2	114	336	148	14	15	32	181	7
2	33	11	87	112	146	232	195	128	160	179	79	46	70	237	310	165	118	649	180	1	350	0	450	0	215	78	141	316	72	77	66	7
298	99	160	174	23	117	120	74	123	49	159	148	115	32	2	1	33	49	59	64	135	36	73	0	102	10	1	88	416	232	64	344	13
61	47	85	0	201	13	1	0	364	22	0	50	77	25	111	80	79	1	39	0	213	31	222	38	336	18	378	155	0	107	82	0	10
3	14	53	405	210	53	66	0	39	268	247	49	206	66	1	0	57	1	146	0	1	80	4	2	0	69	1	154	278	65	79	1	4
132	57	19	140	78	38	99	110	1	47	331	25	29	99	148	345	71	485	126	67	207	66	79	198	153	85	396	140	527	50	156	81	15
136	68	38	21	70	155	58	1	186	3	265	86	72	24	3	0	120	1	207	2	329	101	28	0	41	48	1	193	383	81	173	1	12
84	41	163	192	65	273	95	359	67	20	76	69	275	26	334	194	8	425	72	24	560	162	305	31	231	16	177	47	118	10	65	111	15
198	58	31	57	91	234	176	204	100	126	2	26	66	176	116	168	198	168	41	111	373	80	57	120	405	64	347	64	116	121	177	195	15
3	74	84	487	110	13	107	121	295	131	100	53	158	130	0	0	76	466	23	235	0	45	1	3	1	48	0	92	122	129	68	239	5
165	82	30	140	195	13	140	147	27	163	62	137	123	64	125	7	127	116	173	613	280	97	413	142	277	202	534	185	72	38	35	344	15
281	182	25	131	41	50	247	0	178	114	225	11	141	39	134	37	53	1	255	0	23	6	217	51	109	17	101	11	148	172	100	0	14
66	73	136	92	53	77	132	52	142	90	265	25	2	55	538	80	15	122	183	95	46	204	78	182	102	133	95	150	243	8	130	422	15
120	62	103	228	79	43	163	65	56	73	20	7	77	182	67	59	71	428	79	228	134	80	9	758	149	157	116	104	172	8	88	97	15
1	209	112	2	151	177	3	0	80	3	1	111	284	107	200	182	303	0	90	4	0	101	2	40	3	141	222	69	0	14	5	1	2
209	132	26	1	47	117	2	524	26	156	0	56	58	142	0	0	24	1	67	153	29	12	200	3	57	176	2	144	5	141	96	116	9
92	14	166	6	51	59	1	0	26	110	0	158	176	180	7	1	77	0	118	2	85	45	298	0	214	10	1	186	1	133	131	2	8
1	74	36	0	52	28	1	10	28	170	1	133	149	64	99	15	135	138	67	109	1	81	1	87	2	123	104	43	0	151	128	252	3
400	12	267	21	260	17	275	157	56	4	532	29	39	2	265	170	68	377	153	298	170	90	166	35	77	161	77	39	332	47	2	177	15
192	266	22	21	208	42	14	170	19	128	99	79	176	230	92	110	30	85	104	908	412	57	24	214	115	165	56	58	74	175	249	521	15
131	222	310	94	16	85	59	3	25	48	108	79	9	145	0	1	43	1	96	0	536	147	56	2	150	94	2	27	146	126	117	1	12
0	74	54	0	69	51	0	97	228	123	2	198	273	209	0	0	43	136	106	47	2	134	1	0	1	275	3	14	3	135	121	679	1
0	135	270	187	101	59	282	100	25	73	158	45	103	76	377	172	109	205	33	161	1	99	0	129	1	17	145	13	250	75	27	198	7
70	89	10	0	33	352	0	0	33	301	0	78	97	293	208	206	267	0	68	0	210	63	26	155	28	101	245	4	1	55	249	1	10
156	57	141	2	156	348	0	73	14	438	0	91	108	40	0	0	67	19	124	312	39	150	234	2	995	236	1	124	0	176	203	148	9
1	178	38	314	83	55	509	0	164	19	168	196	13	77	2	1	243	0	71	2	1	268	2	0	2	101	0	23	150	62	172	1	4
129	145	3	74	58	87	544	315	38	164	334	33	99	141	6	2	205	75	109	117	53	37	139	0	210	151	0	88	109	169	112	65	13
55	63	36	129	122	104	121	37	113	49	101	84	177	168	0	0	149	119	23	133	170	89	207	2	281	175	4	37	373	331	143	316	13
0	107	122	0	179	103	0	297	131	223	0	240	21	31	92	312	48	13	29	142	0	66	1	237	1	58	287	26	1	88	70	105	3
3	104	285	2	114	42	1	3	550	79	3	115	115	13	237	110	93	0	130	0	2	252	2	14	1	32	251	36	3	49	250	4	2
1	82	107	330	13	72	175	171	21	54	246	48	11	77	3	2	252	160	175	180	0	71	0	1	1	43	2	101	140	70	8	107	5
44	173	16	0	81	42	1	3	167	47	0	141	19	76	2	0	301	441	4	19	203	43	97	0	40	95	1	140	1	109	175	142	9
38	42	90	48	54	10	57	285	61	198	85	5	119	116	111	360	53	171	112	144	91	16	67	167	229	155	104	169	355	244	36	439	15
201	205	8	0	29	12	1	0	43	97	1	134	109	151	298	312	34	1	50	2	129	161	525	351	206	52	682	153	0	59	16	0	10
200	52	265	1	208	24	1	1	152	13	4	39	64	67	1	0	104	0	106	0	377	205	48	0	232	16	2	183	1	95	36	0	8
2	95	45	0	21	91	0	0	18	72	3	43	137	181	303	35	211	0	38	0	1	57	0	230	0	201	173	76	0	89	89	0	2
139	45	29	40	12	22	154	60	44	40	65	146	205	216	3	4	72	9	158	209	94	180	628	0	110	124	0	29	68	9	328	225	13
173	79	141	0	155	56	2	0	160	30	0	17	235	56	0	1	25	1	56	0	178	114	297	2	45	98	3	55	2	200	100	1	8
0	288	150	0	72	287	0	4	69	41	2	151	42	46	370	135	44	0	33	2	2	64	0	155	4	101	172	149	2	72	135	0	2
0	121	300	145	52	76	246	118	111	115	198	29	52	148	226	140	91	173	14	77	0	30	2	92	1	113	3	129	121	180	124	137	7
1	88	13	0	119	178	0	0	113	25	2	44	81	121	271	133	44	3	193	0	1	63	0	22	1	240	361	51	0	20	1	0	2
10	203	66	47	163	24	45	0	104	336	113	73	75	99	6	1	57	0	241	0	53	76	512	3	221	92	0	61	76	195	156	1	12
267	139	25	273	172	54	524	0	151	142	218	307	15	52	624	328	26	0	39	0	157	67	196	58	291	199	477	73	23	65	64	0	14
332	146	67	71	61	107	501	27	90	46	96	187	50	53	116	43	71	740	128	71	157	51	71	112	347	82	412	67	114	0	80	564	15
118	87	193	425	166	86	54	354	83	63	156	89	112	83	355	342	85	135	93	292	312	118	187	191	138	74	140	103	230	36	120	265	15
73	66	227	131	54	114	387	1	134	118	20	44	44	331	295	96	159	1	45	0	167	49	162	47	210	384	341	149	151	181	181	0	14
426	78	5	81	68	147	156	1	83	31	254	35	56	72	1	2	73	0	221	1	396	12	417	3	210	128	1	91	199	41	49	0	12
326	91	126	287	130	57	188	56	257	150	54	52	70	150	102	339	63	148	6	234	53	145	212	128	42	141	104	119	207	38	66	119	15
0	134	57	2	57	25	2	265	178	45	1	36	72	94	79	27	10	68	167	49	2	137	1	371	0	57	301	260	0	44	92	167	3
153	54	130	432	45	132	288	0	177	64	202	132	176	100	104	73	6	0	22	0	546	124	207	173	415	225	86	51	111	124	99	0	14
304	106	139	1	83	60	1	149	237	72	0	7	44	115	49	102	75	37	43	199	92	94	145	13	258	2	96	107	0	79	115	66	11
334	137	26	1	107	153	1	69	78	13	0	26	210	178	1	1	28	114	182	54	30	237	17	1	248	89	0	28	3	35	66	139	9
151	244	53	252	121	55	43	0	187	45	125	126	38	106	0	3	16	1	19	0	30	148	107	2	54	58	2	227	120	120	128	1	12
68	33	100	0	190	236	0	54	57	40	0	217	142	84	0	0	55	43	59	68	31	32	108	1	643	304	0	72	1	96	75	342	9
223	75	52	0	42	30	2	0	79	200	0	218	242	24	100	54	293	1	227	0	101	173	224	76	114	124	278	166	1	77	90	0	10
0	199	52	57	70	19	393	149	146	50	23	50	61	197	69	41	62	7	136	109	2	24	0	367	0	59	178	50	142	152	242	259	7
132	31	129	0	145	6	1	1	131	6	0	88	105	90	0	1	56	4	249	0	302	159	112	0	262	8	1	164	0	117	26	0	8
192	66	28	1	93	122	0	3	34	216	1	17	28	124	0	2	230	0	156	2	21	131	552	1	670	67	3	13	0	4	211	0	8
5	107	50	1	321	102	0	204	102	60	1	199	45	24	35	165	66	392	35	118	1	35	0	189	0	183	289	18	1	39	132	326	3
2	156	97	1	74	198	0	0	28	83	1	78	311	33	144	278	218	2	61	1	0	36	2	75	0	337	283	64	2	63	49	0	2
0	33	141	1	139	168	0	2	95	63	3	83	13	237	88	34	142	1	296	0	0	146	1	432	0	84	62	70	0	31	61	1	2
1	86	110	0	45	65	1	4	118	118	3	96	73	20	0	1	19	2	133	0	1	54	0	2	1	83	2	94	0	86	69	1	0
0	91	54	627	136	266	58	2	14	53	47	80	156	60	2	0	454	0	265	1	1	28	0	1	0	129	1	27	23	72	79	1	4
385	18	78	1	139	14	1	34	319	108	2	22	64	235	0	0	133	45	68	273	262	209	228	2	267	139	5	114	0	110	50	145	9
0	138	41	0	9	34	1	2	88	31	1	107	81	14	3	0	30	0	27	1	0	97	0	0	0	95	1	75	0	196	202	1	0
1	113	201	213	87	352	336	0	36	255	19	72	56	154	1	1	138	116	130	254	0	169	2	1	0	175	2	218	10	35	173	97	5
130	242	149	1	165	68	0	3	18	44	1	103	104	129	2	0	135	2	19	2	169	94	159	0	107	4	0	52	1	5	18	0	8
1	251	76	14	91	75	3	510	55	100	85	235	3	16	3	0	81	64	122	445	2	29	7	0	0	175	7	126	327	52	256	540	5
299	331	13	0	126	22	1	4	167	99	4	40	161	42	0	0	88	0	100	1	197	233	364	3	157	63	3	89	2	97	49	0	8
189	16	38	98	195	264	112	3	174	87	21	94	90	53	281	78	142	0	97	0	145	47	306	64	113	33	130	5	113	47	53	4	14
233	137	47	0	9	197	5	1	85	211	2	96	19	15	2	0	150	0	72	1	119	130	183	0	482	89	0	16	1	16	5	1	8
2	50	39	1	45	32	2	0	119	102	5	153	30	160	474	373	214	0	65	0	2	76	0	7	0	13	169	130	1	51	46	0	2
271	115	12	1	118	105	1	0	68	115	1	58	147	194	1	2	144	1	200	1	12	125	196	1	293	51	0	34	1	59	59	1	8
0	198	15	262	42	51	53	105	39	84	544	212	136	139	0	2	47	128	3	33	1	171	1	1	0	127	1	161	240	50	140	133	5
0	53	84	0	11	170	2	136	79	60	1	263	40	241	125	379	44	118	23	71	0	31	1	251	0	259	139	95	4	36	103	220	3
0	103	212	4	322	78	0	1	7	29	0	125	41	82	115	171	182	5	280	1	0	150	0	126	0	232	53	43	2	80	106	2	2
208	25	89	99	26	7	254	0	191	145	87	68	36	72	3	2	33	0	223	3	106	203	417	3	229	2	0	76	149	64	75	0	12
0	79	17	0	153	60	0	0	51	306	1	223	49	46	69	199	57	0	222	1	1	183	0	141	1	124	94	103	3	39	23	2	2
